# Router calibration split -- target ~25 images per domain.
#
# Used ONLY to fit the temperature. The ECE reported to users is measured on
# data/router_eval/, which this fit never sees. Same columns, same rules; the two
# sets must share no filenames.
filename,domain,source_url,license,sha256,notes
Datacluster Cracked Screen (297).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,89fe269c89c9e12e57fe00c9882f92d33eb53a7b3a6736ff274b8e4fd5ac1ec0,sampled seed=20260311
Datacluster Cracked Screen (30).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,dc70c8532f55f28f5b6e23ba119e5bcd414b7d2d9dd055f98b946819ec2577c1,sampled seed=20260311
Datacluster Cracked Screen (33).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,881de0abd98459252dcef3cd45061c24a0e6a3c3b59dc6cabc0792cd45a7f316,sampled seed=20260311
Datacluster Cracked Screen (37).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,5c29b66318f58423b308f2310a0983be6af1dfa34885a6fce5fcf3a8c7f7d4c1,sampled seed=20260311
Datacluster Cracked Screen (44).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,cf9b5445f8f08a0121d8117acc680456b231d5000cdc3487207d170906a1c747,sampled seed=20260311
Datacluster Cracked Screen (58).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,3f8e417773471aaf5a5ea8ca0117ff6ebf75ed8246b675c26abf183834a940d4,sampled seed=20260311
Datacluster Cracked Screen (70).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,52323871af9fa94b713baf38fd34a85432049e70f0bb7b8484edb92173936789,sampled seed=20260311
Datacluster Cracked Screen (89).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,9e58820a80094bf701f7ece815f76e5db01db1a24a94b628704f75343b1e49ff,sampled seed=20260311
Datacluster Cracked Screen (95).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,d12df668968b7b58d5d419692f247289df4d7a204b20118e32c67842361bfa7e,sampled seed=20260311
Datacluster Cracked Screen (96).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,333daa8aee1d9f354582927399e0aa96378d6457caface533e6c3a592fd677a7,sampled seed=20260311
01102020_122919image340726.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",570f903ade52cc857c46a0f3fdcb90541916247b0d9811bcaaa61bbdbd3f3b37,sampled seed=20260311
02012020_082149image286194.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",849e9248faa572fd070809435072cb10ccfb1f01b53342377c770ba491997ef6,sampled seed=20260311
02012020_084450image62622.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",486f7c499b1fc16b7f1dbde91d52ba3336b23cd096da718a1a7b446f5e3efb3e,sampled seed=20260311
03012020_100819image289580.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",bb1e744c1d989f611d7cebf2e550971da462ebd50a69677ba0e1ef5de350732e,sampled seed=20260311
03012020_101136image715407.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",7544503eaae2452d3cc87e072cf03b496909f5c2c7c5d1fa3ce0508d3e0aaf90,sampled seed=20260311
04012020_134221image791927.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",92378f0c9945955535d59e9f99cc6844a45dd0f7980499fe976feb80c69f8c10,sampled seed=20260311
04022020_110553image362201.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",42c7759d3ac532993bf7ee52ad665c6f94b5dd8bd2a40f7d8b5dfe952a5e226b,sampled seed=20260311
06012020_110605image326115.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",63c4356e5581e48015fc54381751d5a5b013a8cdd14e15ece85e464800202cf9,sampled seed=20260311
07012020_103122image935597.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",80202fd0b117fb3df65fb69cf52379cba0a9ffb6def3cac6ac430451c3a9e846,sampled seed=20260311
07122020_160703image864829.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",27106edd46246201e24be0fec9b61cb2b32946b54093d07f3f9b02a0a9887b4a,sampled seed=20260311
08012020_084650image268708.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",4e831f005d93f2bff1218e4a0a1d877badb3dad4da54da50d82ec7f6442c974a,sampled seed=20260311
09102020_081243image512622.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",f9e40ed2f76363ea2cd20b059277868ec6c33d3cfb20c9807d0c43f36b93b838,sampled seed=20260311
10112020_160829image563475.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",5875c5f3e3604ef2f8a71416eac400d295c92599e8bf3bf4508de3684a6b30da,sampled seed=20260311
117293_10_28_16_FAC54AEB.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",599f6bedb27973df45dbf7aa071839f883cfe63402420be0086f74777cf4c0a5,sampled seed=20260311
13012020_105011image327187.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",289a1f5c10fb3848f2c82bd010cf9302725cd39841784b6618df078301f1abd3,sampled seed=20260311
14102020_100807image236802.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",75a788adceb7a2f1c2bfab7b1f55d15aa62a3447d041cf62b43d72de663e6456,sampled seed=20260311
15012020_084218image313842.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",52cc6eb9ad1dfbc04b75e1d064f19b6fe921b022edca7757c0cc03eb9058b943,sampled seed=20260311
15012020_140339image637544.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",cc5afe3d02570d64c0e0f688230ff707527b637876a8040d2f4ab231aeb42ae0,sampled seed=20260311
15012020_142058image218691.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",74a1c8a81b228e457eb0a12b17fd375552baa61f093f4b229d2dee4cf780e2ed,sampled seed=20260311
15012020_144712image775480.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",4611a0d56d547d7aa4e9d1ac3cde57cda5fbe2464a1fab368fb6c9f6cb75ca6f,sampled seed=20260311
15022020_110002image806749.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",252f1092f3c91f7a3714a714a34e3cca4a672eaf3c1a3e517211c81232ac5e09,sampled seed=20260311
15122020_084023image323270.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",441e2807e1ca7e937e7af4edd612b7ed3b768b3631a170ea6706938e6a09dac4,sampled seed=20260311
16012020_110351image35677.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",d1b58e350ce1fc5515cf0ec34e484d170bd75b24411dc50780900e0d11ec92f1,sampled seed=20260311
20102020_094338image439619.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",93f64d0ff447a9dfba7dcbd10e51380b8e4fefd1a875b2978f6905eaa9d8a1b4,sampled seed=20260311
21122020_133403image343568.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",d5d88243af307fb752dfb3237ce6f051d6abbf81cfe299b0d062318cf27279ae,sampled seed=20260311
31012020_093513image375965.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",cc606591beed1a78b18640212046380f0c628484c61296e314d9a6dac4ef2c98,sampled seed=20260311
31012020_094740image416761.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",a598e944f2fb9fbededd1b12c68d76ddc1d688f9f73de3171e1588971aaa182a,sampled seed=20260311
31012020_134600image147098.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",2218a14426b4826ae6ea69edfd070259ebbc4a1ce9a9e5aebb45aa5a3454de75,sampled seed=20260311
31102020_101620image530693.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",e67638915775de943530f11765334bd0e44da13bde240983710b838dfaea4f91,sampled seed=20260311
z1702442097640_3d5c7f9cd64ef7b4ffd60cc3edc855a0.jpg,vehicle,https://github.com/tienthanhdhcn/Vehicle-Damage-Detection-Dataset,"VehiDE, research use per the authors' terms",066c09823035307d0ba49f64d2762ded9ff62cc1800d269d7572743af32c270f,sampled seed=20260311
